,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS
1955-12-09,3.62,0.98,3.15,0,17.5540060482452,212.294731547844,0.0,0.0037355291850875703,0.0,0,1,0.683355173770165,0,45.89,45.89,45.89,45.89,12.81843575,3.58,0.47,0,0,0.0,31.8073079339961,0.035304403,2.5
1955-12-12,3.62,0.98,3.15,0,17.3690865867077,212.294731547844,0.0,0.00149253759050572,0.0,0,1,0.6764662394988179,0,45.42,45.42,45.42,45.42,12.68715084,3.58,0.47,0,1,-0.00179439327566548,31.478423134449898,0.035697686,2.5
1955-12-13,3.62,0.98,3.15,0,17.3754292629486,212.294731547844,0.0,0.00149253759050572,0.0,0,1,0.677022976751678,0,45.45,45.45,45.45,45.45,12.69553073,3.58,0.47,0,0,-0.00134579495674911,31.496075496175,0.035702062,2.44
1955-12-14,3.62,0.98,3.15,0,17.1866696227067,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.6714724451391021,0,45.07,45.07,45.07,45.07,12.58938547,3.58,0.47,0,0,0.000890513603300214,31.159963806139302,0.036031253,2.25
1955-12-15,3.62,0.98,3.15,0,17.1778380098237,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.671433424883122,0,45.06,45.06,45.06,45.06,12.58659218,3.58,0.47,0,0,0.0008921843619333461,31.149969754815196,0.03606743,2.44
1955-12-16,3.62,0.98,3.15,0,17.1994519430115,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.6725870602385721,0,45.13,45.13,45.13,45.13,12.57103064,3.59,0.47,0,0,0.000893855120566478,31.1952567585123,0.036039625,2.5
1955-12-19,3.62,0.98,3.15,0,17.152477765838803,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.6710582872793129,0,45.02,45.02,45.02,45.02,12.54038997,3.59,0.47,0,0,0.000446927560283239,31.116106171968898,0.036155888,2.5
1955-12-20,3.62,0.98,3.15,0,17.120770663747898,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.670125493055074,1,44.95,44.95,44.95,44.95,12.52089136,3.59,0.47,0,0,0.0,31.0645958145166,0.036240444,2.5
1955-12-21,3.62,0.98,3.15,0,17.2642417470183,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.676050335748588,2,45.34,45.34,45.34,45.34,12.62952646,3.59,0.47,0,0,0.0,31.330946774251103,0.035956722,2.44
1955-12-22,3.62,0.98,3.15,0,17.2858210819706,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.6772047299703579,3,45.41,45.41,45.41,45.41,12.64902507,3.59,0.47,0,0,0.0,31.376119580296198,0.035929258,2.5
1955-12-23,3.62,0.98,3.15,0,17.3148973797761,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.6786581681914959,4,45.5,45.5,45.5,45.5,12.60387812,3.61,0.47,0,0,0.0,31.4350806154406,0.03588697,2.5
1955-12-27,3.62,0.98,3.15,0,17.2032000590952,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.6745930848416911,5,45.22,45.22,45.22,45.22,12.52631579,3.61,0.47,1,0,0.0,31.238409798971897,0.036138139,2.5
1955-12-28,3.62,0.98,3.15,0,17.1334087664979,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.6721683145227451,4,45.05,45.05,45.05,45.05,12.47922438,3.61,0.47,1,0,0.0,31.117740836206103,0.036303577999999996,2.38
1955-12-29,3.62,0.98,3.15,0,17.1663189440696,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.673771674971596,3,45.15,45.15,45.15,45.15,12.50692521,3.61,0.47,1,0,0.0,31.183556817655802,0.036252175,2.5
1955-12-30,3.62,0.98,3.15,0,17.286582450891,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.6788075820676159,2,45.48,45.48,45.48,45.48,12.56353591,3.62,0.47,1,0,0.0,31.408175472523,0.036017925,2.5
1956-01-03,3.6,0.98,3.11,0,17.1597922784822,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.67414279994648,1,45.16,45.16,45.16,45.16,12.47513812,3.62,0.49,1,0,0.0,31.1838886195472,0.036302142999999995,2.44
1956-01-04,3.6,0.98,3.11,0,17.093860590219098,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.671865705228236,0,45.0,45.0,45.0,45.0,12.43093923,3.62,0.49,0,0,0.0,31.0701008785921,0.036460317,1.25
1956-01-05,3.6,0.98,3.11,0,17.0697450391399,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.6712305747316479,0,44.95,44.95,44.95,44.95,12.41712707,3.62,0.49,0,0,0.0,31.0322585915754,0.036530007,2.5
1956-01-06,3.6,0.98,3.11,0,17.1367085921241,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.6741792140096889,0,45.14,45.14,45.14,45.14,12.43526171,3.63,0.49,0,0,0.0,31.1600762882724,0.036405257999999996,2.5
1956-01-09,3.6,0.98,3.11,0,16.8924294875069,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.664881401679296,0,44.51,44.51,44.51,44.51,12.26170799,3.63,0.49,0,1,0.0,30.7218636779716,0.036949071,2.5
1956-01-10,3.6,0.98,3.11,0,16.7545355565211,215.284798189363,0.0,0.00372717539192191,0.0,0,1,0.659764612105718,0,44.16,44.16,44.16,44.16,12.16528926,3.63,0.49,0,0,0.0,30.476968928009896,0.037270675,2.44
1956-01-11,3.6,0.98,3.11,0,16.8329246541848,215.284798189363,0.0,0.004100658122687229,0.0,0,1,0.663162941721414,0,44.38,44.38,44.38,44.38,12.22589532,3.63,0.49,0,0,0.00029878618461225403,30.625450651680797,0.03711453,2.44
1956-01-12,3.6,0.98,3.11,0,16.9681470167993,215.284798189363,0.0,0.004100658122687229,0.0,0,1,0.668803268707705,0,44.75,44.75,44.75,44.75,12.32782369,3.63,0.49,0,0,0.00022408963845919102,30.8773806108184,0.036836038,2.5
1956-01-13,3.6,0.98,3.11,0,16.9390087546688,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.667719139961891,0,44.67,44.67,44.67,44.67,12.30578512,3.63,0.49,0,0,-0.000148281329732924,30.8302307502361,0.036930435,2.5
1956-01-16,3.6,0.98,3.11,0,16.732990956389102,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.65990830983324,0,44.14,44.14,44.14,44.14,12.15977961,3.63,0.49,0,0,-0.000148559270376225,30.461038414405397,0.037402636,2.5
1956-01-17,3.6,0.98,3.11,0,16.8530196991508,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.6649534603955161,0,44.47,44.47,44.47,44.47,12.25068871,3.63,0.49,0,0,-0.000148837211019526,30.6853299438474,0.037153636000000004,2.5
1956-01-18,3.6,0.98,3.11,0,16.7342978050321,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.6605791565445279,0,44.17,44.17,44.17,44.17,12.16804408,3.63,0.49,0,0,-7.441860550976271e-05,30.4748867005802,0.037434731,2.5
1956-01-19,3.6,0.98,3.11,0,16.5588391032892,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.653960806100757,0,43.72,43.72,43.72,43.72,12.04407713,3.63,0.49,0,0,0.0,30.160992350215203,0.037849083,2.5
1956-01-20,3.6,0.91,3.11,0,16.3645083555527,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.646593431265693,1,43.22,43.22,43.22,43.22,11.87362637,3.64,0.49,0,0,0.0,29.812661510768198,0.038316328999999996,2.5
1956-01-23,3.6,0.91,3.11,0,16.317921296512,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.645059385000707,2,43.11,43.11,43.11,43.11,11.84340659,3.64,0.49,0,1,0.0,29.733378806921802,0.038443553,2.5
1956-01-24,3.6,0.91,3.11,0,16.517328863811,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.653251090067145,3,43.65,43.65,43.65,43.65,11.99175824,3.64,0.49,0,0,0.0,30.1023557983603,0.037997054,2.5
1956-01-25,3.6,0.91,3.11,0,16.5388238641412,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.654410336034787,4,43.72,43.72,43.72,43.72,12.01098901,3.64,0.49,0,0,0.0,30.1471406406844,0.037965262,2.5
1956-01-26,3.6,0.91,3.11,0,16.435511939734198,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.650630267176203,5,43.46,43.46,43.46,43.46,11.93956044,3.64,0.49,1,0,0.0,29.964371625574998,0.038221608,2.5
1956-01-27,3.6,0.91,3.11,0,16.388975487025398,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.649095169061772,4,43.35,43.35,43.35,43.35,11.90934066,3.64,0.49,1,0,0.0,29.885035466658103,0.038347888,2.5
1956-01-30,3.6,0.91,3.11,0,16.440737468354097,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.651452876607661,3,43.5,43.5,43.5,43.5,11.95054945,3.64,0.49,1,0,0.0,29.984920640778398,0.038243933,2.5
1956-01-31,3.6,0.91,3.11,0,16.5567041351399,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.6563569006841851,2,43.82,43.82,43.82,43.82,12.03846154,3.64,0.49,1,0,0.0,30.201933382504503,0.037992726,2.5
1956-02-01,3.58,0.91,3.08,0,16.631055824563997,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.659614123437454,1,44.03,44.03,44.03,44.03,12.09615385,3.64,0.5,1,0,0.0,30.3430711404913,0.03783946,2.5
1956-02-02,3.58,0.91,3.08,0,16.6978147472791,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.6625722797368039,0,44.22,44.22,44.22,44.22,12.14835165,3.64,0.5,0,0,0.0,30.470376372916103,0.037704694,2.5
1956-02-03,3.58,0.91,3.08,0,16.9041596417519,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.671074846537117,0,44.78,44.78,44.78,44.78,12.26849315,3.65,0.5,0,0,0.0,30.8525562946332,0.037260646,2.5
1956-02-06,3.58,0.91,3.08,0,16.9103727617169,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.6716362276847739,0,44.81,44.81,44.81,44.81,12.27671233,3.65,0.5,0,0,0.0,30.8695106634095,0.037263153,2.5
1956-02-07,3.58,0.91,3.08,0,16.8260424897116,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.668600455264546,0,44.6,44.6,44.6,44.6,12.21917808,3.65,0.5,0,0,0.0,30.7211275039002,0.037466189,2.5
1956-02-08,3.58,0.91,3.08,0,16.655022247811697,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.6621162343696559,0,44.16,44.16,44.16,44.16,12.09863014,3.65,0.5,0,0,0.0,30.414354357266898,0.037867351,2.5
1956-02-09,3.58,0.91,3.08,0,16.461486792864,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.65473130456373,0,43.66,43.66,43.66,43.66,11.96164384,3.65,0.5,0,0,0.0,30.0663194397491,0.038329188,2.5
1956-02-10,3.58,0.91,3.08,0,16.448995679804998,215.284798189363,0.0,0.0037285650951384103,0.0,0,1,0.654543258114397,0,43.64,43.64,43.64,43.64,11.95616438,3.65,0.5,0,0,0.0,30.048862158384104,0.038374942999999995,2.5
1956-02-13,3.58,0.91,3.08,0,16.4458988111999,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.653755229868712,0,43.58,43.58,43.58,43.58,11.93972603,3.65,0.5,0,0,-0.00119180655189375,30.0485437538205,0.038455094,2.5
1956-02-14,3.58,0.91,3.08,0,16.380573437246802,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.6514669419454671,0,43.42,43.42,43.42,43.42,11.89589041,3.65,0.5,0,1,-0.000893854913920311,29.9344792879361,0.038624216,2.5
1956-02-15,3.58,0.91,3.08,0,16.6094645020831,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.660881260221043,0,44.04,44.04,44.04,44.04,12.06575342,3.65,0.5,0,0,-0.000595903275946874,30.3581043505624,0.038107492,2.5
1956-02-16,3.58,0.91,3.08,0,16.521515282121502,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.657691806973531,0,43.82,43.82,43.82,43.82,12.00547945,3.65,0.5,0,0,-0.000297951637973437,30.2026415261997,0.03832598,2.5
1956-02-17,3.58,0.91,3.08,0,16.7803369034102,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.668310036938296,1,44.52,44.52,44.52,44.52,12.16393443,3.66,0.5,0,0,0.0,30.681224739326897,0.03775011,2.5
1956-02-20,3.58,0.91,3.08,0,16.748867561106803,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.667371227041224,2,44.45,44.45,44.45,44.45,12.14480874,3.66,0.5,0,0,0.0,30.6290868194205,0.037836341,2.5
1956-02-21,3.58,0.91,3.08,0,16.7852252463853,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.669134771156399,3,44.56,44.56,44.56,44.56,12.17486339,3.66,0.5,0,0,0.0,30.7009616624506,0.037769656,2.44
1956-02-23,3.58,0.91,3.08,0,16.9270057184279,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.675103229772212,4,44.95,44.95,44.95,44.95,12.28142077,3.66,0.5,0,0,0.0,30.9656908300216,0.037468439,2.5
1956-02-24,3.58,0.95,3.08,0,17.0611752702959,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.680772896563071,5,45.32,45.32,45.32,45.32,12.38251366,3.66,0.5,1,0,0.0,31.2165580535756,0.037189684,2.5
1956-02-27,3.58,0.95,3.08,0,17.037202334217902,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.680134485065528,4,45.27,45.27,45.27,45.27,12.36885246,3.66,0.5,1,0,0.0,31.1780826732684,0.037257933,2.5
1956-02-28,3.58,0.95,3.08,0,17.0922568855173,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.682650996787055,3,45.43,45.43,45.43,45.43,12.41256831,3.66,0.5,1,0,0.0,31.284210512028498,0.037153793,2.5
1956-02-29,3.58,0.95,3.08,0,17.0532525057883,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.6814113157732651,2,45.34,45.34,45.34,45.34,12.38797814,3.66,0.5,1,0,0.0,31.218159109755696,0.037254675,2.5
1956-03-01,3.6,0.95,3.1,0,17.1233175101265,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.6845298171188471,1,45.54,45.54,45.54,45.54,12.44262295,3.66,0.5,1,0,0.0,31.351755956855897,0.037118075,2.5
1956-03-02,3.6,0.95,3.1,0,17.2196051894395,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.688701031042767,0,45.81,45.81,45.81,45.81,12.48228883,3.67,0.5,0,0,0.0,31.533484518684396,0.036926158,2.5
1956-03-05,3.6,0.95,3.1,0,17.3083230233612,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.6925722486013169,0,46.06,46.06,46.06,46.06,12.55040872,3.67,0.5,0,1,0.0,31.701381846726605,0.036752441000000004,2.5
1956-03-06,3.6,0.95,3.1,0,17.2955620104475,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.6923842940204009,0,46.04,46.04,46.04,46.04,12.54495913,3.67,0.5,0,0,0.0,31.6834103062812,0.036795126000000004,2.5
1956-03-07,3.6,0.95,3.1,0,17.2790574235631,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.6920459223329111,0,46.01,46.01,46.01,46.01,12.53678474,3.67,0.5,0,0,0.0,31.6585446599015,0.036845854,2.5
1956-03-08,3.6,0.95,3.1,0,17.315128112006,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.6938132636109151,0,46.12,46.12,46.12,46.12,12.56675749,3.67,0.5,0,0,0.0,31.729985853143802,0.036784647000000004,2.5
1956-03-09,3.6,0.95,3.1,0,17.527582979358403,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.7026514094355129,0,46.7,46.7,46.7,46.7,12.72479564,3.67,0.5,0,0,0.0,32.1247004909255,0.036354133999999996,2.5
1956-03-12,3.6,0.95,3.1,0,17.6836323170746,215.284798189363,0.0,0.0022388069052712302,0.0,0,1,0.7092340659238828,0,47.13,47.13,47.13,47.13,12.84196185,3.67,0.5,0,0,0.0,32.4161201891408,0.036048552000000005,2.5
1956-03-13,3.6,0.95,3.1,0,17.6520435071644,215.284798189363,0.0,0.000372786584000195,0.0,0,1,0.7082935354221509,0,47.06,47.06,47.06,47.06,12.82288828,3.67,0.5,0,0,-0.00149281625701683,32.3635881102732,0.036128312999999995,2.5
1956-03-14,3.6,0.95,3.1,0,17.8030844921249,215.284798189363,0.0,0.00149031324155935,0.0,0,1,0.7154803228204359,0,47.53,47.53,47.53,47.53,12.95095368,3.67,0.5,0,0,-0.000225590866715297,32.6458953817883,0.03579694,2.44
1956-03-15,3.6,0.95,3.1,0,17.969998459193498,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.7225177109868771,0,47.99,47.99,47.99,47.99,13.07629428,3.67,0.5,0,0,-7.58921339729212e-05,32.957377379088996,0.035479448,2.5
1956-03-16,3.6,0.95,3.1,0,18.0207171291305,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.724888964682215,0,48.14,48.14,48.14,48.14,13.08152174,3.68,0.5,0,0,7.38065987694546e-05,33.0558909608772,0.035394451,2.5
1956-03-19,3.6,0.95,3.1,0,18.1836775365371,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.73177797051525,0,48.59,48.59,48.59,48.59,13.20380435,3.68,0.5,0,0,0.00022350533151183102,33.3603292774819,0.035091974,2.5
1956-03-20,3.6,0.95,3.1,0,18.2829446303973,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.736107795115125,1,48.87,48.87,48.87,48.87,13.2798913,3.68,0.5,0,0,0.0,33.5479648253362,0.034916087,2.5
1956-03-21,3.6,0.95,3.1,0,18.0380752386421,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.7265807199263409,2,48.23,48.23,48.23,48.23,13.10597826,3.68,0.5,0,0,0.0,33.1040610904876,0.035404921,2.5
1956-03-22,3.6,0.95,3.1,0,18.2158517469634,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.734075512546257,3,48.72,48.72,48.72,48.72,13.23913043,3.68,0.5,0,0,0.0,33.4357622251256,0.035074087000000004,2.5
1956-03-23,3.6,0.97,3.1,0,18.251490756974302,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.7358459133061519,4,48.83,48.83,48.83,48.83,13.26902174,3.68,0.5,0,0,0.0,33.506600803034,0.035020268,2.5
1956-03-26,3.6,0.97,3.1,0,18.1675402838393,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.732794328779023,5,48.62,48.62,48.62,48.62,13.21195652,3.68,0.5,1,1,0.0,33.3578509499438,0.035196829,2.5
1956-03-27,3.6,0.97,3.1,0,18.0238762662275,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.727330777715289,4,48.25,48.25,48.25,48.25,13.11141304,3.68,0.5,1,0,0.0,33.0993642902593,0.035492228,2.5
1956-03-28,3.6,0.97,3.1,0,18.115569844948897,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.731363129158342,3,48.51,48.51,48.51,48.51,13.18206522,3.68,0.5,1,0,0.0,33.273048986967304,0.035327357999999996,2.5
1956-03-29,3.6,0.97,3.1,0,18.0988936400123,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.7310239067361141,2,48.48,48.48,48.48,48.48,13.13821138,3.69,0.5,1,0,0.0,33.2477828892353,0.035374594,2.5
1956-04-02,3.68,0.97,3.24,0,18.1755354564047,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.7344543506606801,1,48.7,48.7,48.7,48.7,13.19783198,3.69,0.44,1,0,0.0,33.3939319997951,0.035240051,2.5
1956-04-03,3.68,0.97,3.24,0,18.1066257426978,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.732003657632251,0,48.53,48.53,48.53,48.53,13.15176152,3.69,0.44,0,0,0.0,33.2726331694505,0.035388843999999996,2.5
1956-04-04,3.68,0.97,3.24,0,18.2018772258112,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.7361893350229929,0,48.8,48.8,48.8,48.8,13.22493225,3.69,0.44,0,0,0.0,33.452975397229096,0.035218254,2.5
1956-04-05,3.68,0.97,3.24,0,18.1106372220037,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.732832735244631,0,48.57,48.57,48.57,48.57,13.16260163,3.69,0.44,0,0,0.0,33.290540515469104,0.035410355,2.5
1956-04-06,3.68,0.97,3.24,0,18.2096208756361,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.737170586273896,0,48.85,48.85,48.85,48.85,13.27445652,3.68,0.44,0,0,0.0,33.4776443112217,0.035232571000000004,2.5
1956-04-09,3.68,0.97,3.24,0,18.1147692740682,213.789764868603,0.0,0.00149031324155935,0.0,0,1,0.7336620457986109,0,48.61,48.61,48.61,48.61,13.20923913,3.68,0.44,0,0,0.0,33.308363040847,0.03543183,2.5
1956-04-10,3.68,0.97,3.24,0,17.8560587581766,213.789764868603,0.0,0.00260950753857436,0.0,0,1,0.723512122657029,0,47.93,47.93,47.93,47.93,13.02445652,3.68,0.44,0,0,0.0008953554376120109,32.8376605776847,0.03596018,2.5
1956-04-11,3.68,0.97,3.24,0,17.992286085256602,213.789764868603,0.0,0.00260950753857436,0.0,0,1,0.729361506819485,0,48.31,48.31,48.31,48.31,13.12771739,3.68,0.44,0,0,0.0006715165782090081,33.0931948713126,0.035702786,2.5
1956-04-12,3.68,0.97,3.24,0,17.859055123363103,213.789764868603,0.0,0.0037257867242561603,0.0,0,1,0.725096456873544,0,48.02,48.02,48.02,48.02,13.04891304,3.68,0.44,0,0,0.00134070106735145,32.853082544718106,0.035944018,2.5
1956-04-13,3.68,0.97,3.24,0,17.827764122416998,213.789764868603,0.0,0.0037257867242561603,0.0,0,1,0.724152712051121,0,47.95,47.95,47.95,47.95,13.0298913,3.68,0.44,0,0,0.000893606370812083,32.8004235324699,0.036022146,2.75
1956-04-16,3.68,0.97,3.24,0,17.826230926216198,212.294731547844,0.0,0.0037257867242561603,0.0,0,1,0.7244170027456701,0,47.96,47.96,47.96,47.96,13.0326087,3.68,0.44,0,1,0.00044651167427272004,32.8024779842647,0.036040285,2.69
1956-04-17,3.68,0.97,3.24,0,17.809839622355,212.294731547844,0.0,0.0037257867242561603,0.0,0,1,0.724077149155198,0,47.93,47.93,47.93,47.93,13.02445652,3.68,0.44,0,1,0.00022325583713636002,32.777159396939396,0.036088508,2.38
1956-04-18,3.68,0.97,3.24,0,17.7340267812499,212.294731547844,0.0,0.0037257867242561603,0.0,0,1,0.7213201262101742,0,47.74,47.74,47.74,47.74,12.97282609,3.68,0.44,0,0,0.0,32.6424293344434,0.036257905,2.38
1956-04-19,3.68,0.97,3.24,0,17.6656898712512,212.294731547844,0.0,0.0037257867242561603,0.0,0,1,0.7188648579197819,1,47.57,47.57,47.57,47.57,12.92663043,3.68,0.44,0,0,0.0,32.5213938832087,0.036413338999999996,2.75
1956-04-20,3.68,1.05,3.24,0,17.7311009773661,212.294731547844,0.0,0.0037257867242561603,0.0,0,1,0.7218494231185391,2,47.76,47.76,47.76,47.76,13.01362398,3.67,0.44,0,0,0.0,32.6464549617755,0.036294236,2.75
1956-04-23,3.68,1.05,3.24,0,17.6851342838897,212.294731547844,0.0,0.0037257867242561603,0.0,0,1,0.7203002278394119,3,47.65,47.65,47.65,47.65,12.98365123,3.67,0.44,0,0,0.0,32.5664256523908,0.036403837,2.75
1956-04-24,3.68,1.05,3.24,0,17.5353073806878,212.294731547844,0.0,0.0037257867242561603,0.0,0,1,0.714518176099926,4,47.26,47.26,47.26,47.26,12.8773842,3.67,0.44,0,0,0.0,32.2950644647552,0.036730279,2.75
1956-04-25,3.68,1.05,3.24,0,17.467176245238303,212.294731547844,0.0,0.0037257867242561603,0.0,0,1,0.7120613582500022,5,47.09,47.09,47.09,47.09,12.83106267,3.67,0.44,1,0,0.0,32.1740807066239,0.036889003,2.75
1956-04-26,3.68,1.05,3.24,0,17.6104585442793,212.294731547844,0.0,0.0037257867242561603,0.0,0,1,0.7182232823802259,4,47.49,47.49,47.49,47.49,12.9400545,3.67,0.44,1,0,0.0,32.4425074989413,0.036604197000000005,2.75
1956-04-27,3.68,1.05,3.24,0,17.7907866762535,212.294731547844,0.0,0.0037257867242561603,0.0,0,1,0.7258985455756078,3,47.99,47.99,47.99,47.99,13.11202186,3.66,0.44,1,0,0.0,32.7791397414696,0.036248458,2.75
1956-04-30,3.68,1.05,3.24,0,17.9302484961772,212.294731547844,0.0,0.0037257867242561603,0.0,0,1,0.731911145940814,2,48.38,48.38,48.38,48.38,13.21857923,3.66,0.44,1,0,0.0,33.0405291354655,0.035981679,2.75
1956-05-01,3.73,1.05,3.28,0,17.8436254870936,212.294731547844,0.0,0.0037257867242561603,0.0,0,0,0.7286963646390051,1,48.16,48.16,48.16,48.16,13.15846995,3.66,0.45,1,0,0.0,32.8852923164866,0.036171591,2.75
1956-05-02,3.73,1.05,3.28,0,17.8422482835348,212.294731547844,0.0,0.0037257867242561603,0.0,0,0,0.7289611512863271,0,48.17,48.17,48.17,48.17,13.16120219,3.66,0.45,0,0,0.0,32.887112521210696,0.036189619,2.75
1956-05-03,3.73,1.05,3.28,0,17.9001233359431,212.294731547844,0.0,0.0037257867242561603,0.0,0,0,0.731647276610865,0,48.34,48.34,48.34,48.34,13.20765027,3.66,0.45,0,0,0.0,32.998134220840996,0.036087797000000005,2.75
1956-05-04,3.73,1.05,3.28,0,17.9579695574294,212.294731547844,0.0,0.0037257867242561603,0.0,0,0,0.734334418931475,0,48.51,48.51,48.51,48.51,13.25409836,3.66,0.45,0,0,0.0,33.109103090093,0.035987507,2.75
1956-05-07,3.73,1.05,3.28,0,17.8455474437577,212.294731547844,0.0,0.0037257867242561603,0.0,0,0,0.7300585922637071,0,48.22,48.22,48.22,48.22,13.17486339,3.66,0.45,0,0,0.0,32.9061075419828,0.036230274,2.75
1956-05-08,3.73,1.05,3.28,0,17.7664914542572,212.294731547844,0.0,0.0037257867242561603,0.0,0,0,0.7271447110742819,0,48.02,48.02,48.02,48.02,13.12021858,3.66,0.45,0,1,0.0,32.7645637868997,0.036407614,2.75
1956-05-09,3.73,1.05,3.28,0,17.7318694476565,212.294731547844,0.0,0.0037257867242561603,0.0,0,0,0.7260474788266291,0,47.94,47.94,47.94,47.94,13.09836066,3.66,0.45,0,0,0.0,32.7049097669803,0.036494858,2.75
1956-05-10,3.73,1.05,3.28,0,17.4384309024534,212.294731547844,0.0,0.0037257867242561603,0.0,0,0,0.7143486291771801,0,47.16,47.16,47.16,47.16,12.885245900000001,3.66,0.45,0,0,0.0,32.1677863956929,0.037125389,2.75
1956-05-11,3.73,1.05,3.28,0,17.392922656482,212.294731547844,0.0,0.00521222326699,0.0,0,0,0.7138569412072191,0,47.12,47.12,47.12,47.12,12.90958904,3.65,0.45,0,0,0.00118914923418707,32.0878002160595,0.037183852999999996,2.75
1956-05-14,3.73,1.05,3.28,0,17.292147249677598,212.294731547844,0.0,0.00521222326699,0.0,0,0,0.7100322270314449,0,46.86,46.86,46.86,46.86,12.83835616,3.65,0.45,0,0,0.0008918619256403029,31.9057938749039,0.037416418,2.75
1956-05-15,3.73,1.05,3.28,0,17.1065812138696,212.294731547844,0.0,0.00521222326699,0.0,0,0,0.7027218903775648,0,46.37,46.37,46.37,46.37,12.70410959,3.65,0.45,0,0,0.000594574617093535,31.5672498634415,0.037838332999999995,2.75
1956-05-16,3.73,1.05,3.28,0,16.983820017348098,212.294731547844,0.0,0.00521222326699,0.0,0,0,0.697986659238895,0,46.05,46.05,46.05,46.05,12.61643836,3.65,0.45,0,0,0.000297287308546767,31.344506839086105,0.038127984,2.75
